File,Tag
mountain_group,Bookkeeping
\clients\smith_llc\bookkeeping\2019\journal_entries_v1.xlsx,Bookkeeping
\documents\eastern_supplies\2024\1099_forms_final.pdf,Tax
\western_logistics\accounting\2022\profit_loss.xlsx,Financial
\western_logistics\statements\2021_mar_statement_final.pdf,Statements
\Financial\Western_Logistics\2019\Income_Statement.pdf,Financial
\northern_foods\source_data\2024\invoices_received.pdf,Source Documents
\bookkeeping\pacific_industries\general_ledger_2020.xlsx,Bookkeeping
\reports\pacific_industries\financial_summary_2018.pdf,Financial
\tax\2023\global_trading_w2_new.pdf,Tax
\payroll\global_trading\2024\employee_wages_updated.csv,Payroll
central_corp_v1,Tax
\Acme_Corp\Tax_Prep\2021\Federal_Return.pdf,Tax
\Clients\Northern_Foods\Payroll\2022\Jul_Payroll.xlsx,Payroll
\clients\johnson_inc\payroll\2022\feb_payroll_v1.xlsx,Payroll
\Clients\Acme_Corp\Payroll\2023\October_Payroll.xlsx,Payroll
\clients\northern_foods\tax\2025\tax_return.pdf,Tax
\Documents\Acme_Corp\2018\Source_Files.zip,Source Documents
\Eastern_Supplies\Statements\2025_Apr_Statement.pdf,Statements
\payroll\pacific_industries\2021\employee_wages_v1.csv,Payroll
\clients\smith_llc\statements\2021\bank_statement_sep_copy.pdf,Statements
global_solutions,Statements
\smith_llc\source_data\2020\invoices_received.pdf,Source Documents
\documents\eastern_supplies\2020\source_files.zip_final,Source Documents
\global_trading\accounting\2020\reconciliation_v2.pdf,Bookkeeping
\clients\mountain_view\source_documents\2019\receipts.pdf,Source Documents
\smith_llc\tax_prep\2021\federal_return_final.pdf,Tax
\global_trading\statements\2020_jun_statement.pdf,Statements
\global_trading\source_data\2021\invoices_received_new.pdf,Source Documents
\clients\acme_corp\bookkeeping\2023\journal_entries.xlsx,Bookkeeping
\clients\smith_llc\accounting\2024\tax_documents.xlsx,Tax
\HR\Johnson_Inc\Payroll_Register_2023.pdf,Payroll
\clients\eastern_supplies\2018\bank_reconciliation_final.xlsx,Bookkeeping
\bookkeeping\eastern_supplies\general_ledger_2018.xlsx,Bookkeeping
\Clients\Western_Logistics\Source_Documents\2018\Receipts.pdf,Source Documents
\riverside_group\statements\2020_aug_statement_final.pdf,Statements
prime_solutions,Bookkeeping
\documents\city_services\2021\1099_forms_copy.pdf,Tax
\clients\smith_llc\payroll\2024\sep_payroll_v3.xlsx,Payroll
\financial\pacific_industries\2024\income_statement_final.pdf,Financial
national_ltd,Financial
\Clients\Mountain_View\Statements\2021\Bank_Statement_Mar.pdf,Statements
\Reports\Acme_Corp\Financial_Summary_2019.pdf,Financial
\clients\pacific_industries\accounting\2022\tax_documents.xlsx,Tax
\clients\eastern_supplies\tax\2021\tax_return_updated.pdf,Tax
\Documents\Acme_Corp\2020\1099_Forms.pdf,Tax
\clients\pacific_industries\source_documents\2024\receipts.pdf,Source Documents
\clients\riverside_group\tax\2023\tax_return.pdf,Tax
\city_services\tax_prep\2023\federal_return_final.pdf,Tax
\Financial\Pacific_Industries\2018\Income_Statement.pdf,Financial
\Clients\Pacific_Industries\Payroll\2018\Jan_Payroll.xlsx,Payroll
\documents\riverside_group\2021\source_files.zip,Source Documents
\reports\johnson_inc\financial_summary_2025_new.pdf,Financial
\clients\city_services\statements\2022\bank_statement_oct_v2.pdf,Statements
\Documents\Global_Trading\2025\Source_Files.zip_revised,Source Documents
western_solutions,Financial
\northern_foods\source_data\2020\invoices_received_copy.pdf,Source Documents
sterling_ltd,Financial
\western_logistics\tax_prep\2023\federal_return_revised.pdf,Tax
\Clients\Riverside_Group\2018\Bank_Reconciliation.xlsx,Bookkeeping
\northern_foods\statements\2020_sep_statement_v3.pdf,Statements
\eastern_supplies\statements\2022_nov_statement.pdf,Statements
metro_holdings,Bookkeeping
\financial\johnson_inc\2020\income_statement_new.pdf,Financial
\tax\2021\mountain_view_w2_v3.pdf,Tax
\Documents\Smith_LLC\2020\Source_Files.zip_revised,Source Documents
\clients\acme_corp\2022\bank_reconciliation_copy.xlsx,Bookkeeping
\Clients\Johnson_Inc\Bookkeeping\2025\Journal_Entries.xlsx,Bookkeeping
\clients\western_logistics\bookkeeping\2021\journal_entries_revised.xlsx,Bookkeeping
\Acme_Corp\Tax_Prep\2018\Federal_Return.pdf,Tax
\clients\eastern_supplies\source_documents\2023\receipts_final.pdf,Source Documents
\clients\smith_llc\payroll\2022\sep_payroll_copy.xlsx,Payroll
\financial\acme_corp\2022\income_statement_revised.pdf,Financial
\Clients\Riverside_Group\Statements\2018\Bank_Statement_Jan.pdf,Statements
\clients\johnson_inc\source_documents\2021\receipts_final.pdf,Source Documents
\bank\city_services\2025\credit_card_statement_new.pdf,Statements
\clients\mountain_view\financial\2018\balance_sheet.xlsx,Financial
\tax\2024\mountain_view_w2.pdf,Tax
\Clients\Smith_LLC\Source_Documents\2021\Receipts.pdf,Source Documents
\western_logistics\accounting\2022\reconciliation.pdf,Bookkeeping
\clients\global_trading\statements\2021\bank_statement_apr.pdf,Statements
\Documents\Eastern_Supplies\2020\1099_Forms.pdf,Tax
\clients\johnson_inc\payroll\2020\mar_payroll.xlsx,Payroll
\clients\acme_corp\tax\2023\tax_return_copy.pdf,Tax
\riverside_group\hr\payroll_sep_2023_copy.xlsx,Payroll
\Riverside_Group\HR\Payroll_Aug_2023.xlsx,Payroll
\documents\city_services\2024\1099_forms.pdf,Tax
\Tax\2020\Tech_Solutions_W2.pdf,Tax
\clients\western_logistics\tax\2022\tax_return_final.pdf,Tax
\pacific_industries\source_data\2023\invoices_received.pdf,Source Documents
\pacific_industries\source_data\2022\invoices_received.pdf,Source Documents
\documents\mountain_view\2021\source_files.zip_v2,Source Documents
\Documents\Johnson_Inc\2018\Source_Files.zip,Source Documents
\clients\global_trading\payroll\2024\sep_payroll.xlsx,Payroll
\Western_Logistics\HR\Payroll_Sep_2022.xlsx,Payroll
\Tech_Solutions\Source_Data\2019\Invoices_Received.pdf,Source Documents
\clients\riverside_group\2022\bank_reconciliation.xlsx,Bookkeeping
\reports\northern_foods\financial_summary_2022_final.pdf,Financial
\northern_foods\accounting\2023\profit_loss_updated.xlsx,Financial
\bookkeeping\city_services\general_ledger_2022_new.xlsx,Bookkeeping
\Tech_Solutions\Statements\2022_June_Statement.pdf,Statements
\clients\northern_foods\source_documents\2024\receipts_revised.pdf,Source Documents
\Global_Trading\Statements\2018_Apr_Statement.pdf,Statements
apex_enterprises,Bookkeeping
premier_group_revised,Payroll
\Documents\City_Services\2020\Source_Files.zip_v1,Source Documents
\Documents\Riverside_Group\2022\Source_Files.zip_updated,Source Documents
\city_services\statements\2021_sep_statement.pdf,Statements
\clients\smith_llc\tax\2021\tax_return_v1.pdf,Tax
\payroll\tech_solutions\2021\employee_wages.csv,Payroll
\Clients\Smith_LLC\Statements\2018\Bank_Statement_Feb.pdf,Statements
\mountain_view\accounting\2023\reconciliation_final.pdf,Bookkeeping
\clients\acme_corp\statements\2020\bank_statement_mar_final.pdf,Statements
\clients\riverside_group\2018\bank_reconciliation_new.xlsx,Bookkeeping
\financial\northern_foods\2022\income_statement_revised.pdf,Financial
\payroll\western_logistics\2024\employee_wages_v2.csv,Payroll
\eastern_supplies\accounting\2022\profit_loss_final.xlsx,Financial
\clients\global_trading\bookkeeping\2022\journal_entries.xlsx,Bookkeeping
\City_Services\Accounting\2023\Profit_Loss.xlsx,Financial
\Clients\Eastern_Supplies\Bookkeeping\2023\Journal_Entries.xlsx,Bookkeeping
\bank\mountain_view\2021\credit_card_statement_v3.pdf,Statements
\hr\pacific_industries\payroll_register_2022_updated.pdf,Payroll
\Payroll\Western_Logistics\2019\Employee_Wages.csv,Payroll
\bank\mountain_view\2020\credit_card_statement_v1.pdf,Statements
\Clients\Pacific_Industries\Source_Documents\2025\Receipts.pdf,Source Documents
\pacific_industries\tax_prep\2022\federal_return.pdf,Tax
\clients\global_trading\statements\2023\bank_statement_nov.pdf,Statements
\financial\smith_llc\2022\income_statement.pdf,Financial
\documents\western_logistics\2022\source_files.zip_updated,Source Documents
\eastern_supplies\source_data\2020\invoices_received_new.pdf,Source Documents
\clients\mountain_view\tax\2021\tax_return_final.pdf,Tax
\documents\johnson_inc\2021\source_files.zip,Source Documents
prime_inc,Financial
\clients\pacific_industries\bookkeeping\2024\journal_entries.xlsx,Bookkeeping
\clients\eastern_supplies\statements\2020\bank_statement_sep_new.pdf,Statements
\Clients\Northern_Foods\Statements\2020\Bank_Statement_Feb.pdf,Statements
\tech_solutions\source_data\2023\invoices_received_revised.pdf,Source Documents
mountain_llc,Payroll
\bank\western_logistics\2021\credit_card_statement_v1.pdf,Statements
\global_trading\statements\2018_mar_statement_copy.pdf,Statements
bay_solutions,Bookkeeping
\clients\riverside_group\financial\2023\balance_sheet_updated.xlsx,Financial
\bank\tech_solutions\2021\credit_card_statement.pdf,Statements
\Mountain_View\Source_Data\2019\Invoices_Received.pdf,Source Documents
\pacific_industries\hr\payroll_apr_2024_final.xlsx,Payroll
\clients\acme_corp\payroll\2021\nov_payroll.xlsx,Payroll
\documents\tech_solutions\2024\source_files.zip,Source Documents
\western_logistics\source_data\2023\invoices_received.pdf,Source Documents
\clients\pacific_industries\2021\bank_reconciliation_v1.xlsx,Bookkeeping
\Clients\Johnson_Inc\2018\Bank_Reconciliation.xlsx,Bookkeeping
\pacific_industries\accounting\2023\profit_loss.xlsx,Financial
\reports\smith_llc\financial_summary_2021_copy.pdf,Financial
\eastern_supplies\hr\payroll_apr_2022_copy.xlsx,Payroll
\johnson_inc\hr\payroll_apr_2023_copy.xlsx,Payroll
atlantic_holdings,Bookkeeping
\Payroll\Eastern_Supplies\2021\Employee_Wages.csv,Payroll
mountain_holdings,Financial
\clients\global_trading\statements\2022\bank_statement_nov_revised.pdf,Statements
\Mountain_View\Statements\2021_Jan_Statement.pdf,Statements
\reports\mountain_view\financial_summary_2021_revised.pdf,Financial
\northern_foods\accounting\2024\reconciliation_revised.pdf,Bookkeeping
\Clients\Acme_Corp\Statements\2018\Bank_Statement_May.pdf,Statements
\hr\acme_corp\payroll_register_2018_new.pdf,Payroll
\clients\eastern_supplies\source_documents\2024\receipts_v3.pdf,Source Documents
\financial\western_logistics\2024\income_statement_final.pdf,Financial
\clients\acme_corp\accounting\2024\tax_documents.xlsx,Tax
\Global_Trading\Statements\2024_Oct_Statement.pdf,Statements
mountain_llc_revised,Source Documents
\bookkeeping\tech_solutions\general_ledger_2022_new.xlsx,Bookkeeping
\Payroll\Acme_Corp\2020\Employee_Wages.csv,Payroll
\hr\northern_foods\payroll_register_2024.pdf,Payroll
\payroll\johnson_inc\2023\employee_wages_copy.csv,Payroll
\clients\eastern_supplies\payroll\2024\apr_payroll.xlsx,Payroll
\Financial\Riverside_Group\2022\Income_Statement.pdf,Financial
\payroll\acme_corp\2022\employee_wages.csv,Payroll
\reports\northern_foods\financial_summary_2020_copy.pdf,Financial
\Johnson_Inc\Statements\2024_Apr_Statement.pdf,Statements
\Clients\Pacific_Industries\Statements\2018\Bank_Statement_Jul.pdf,Statements
\clients\mountain_view\financial\2024\balance_sheet_copy.xlsx,Financial
\city_services\accounting\2022\profit_loss.xlsx,Financial
\documents\western_logistics\2022\1099_forms_v3.pdf,Tax
\payroll\northern_foods\2021\employee_wages_v3.csv,Payroll
\reports\global_trading\financial_summary_2018.pdf,Financial
\tech_solutions\tax_prep\2021\federal_return.pdf,Tax
southern_inc,Payroll
\financial\smith_llc\2021\income_statement_v1.pdf,Financial
national_llc,Statements
\bank\global_trading\2023\credit_card_statement_v3.pdf,Statements
\clients\riverside_group\payroll\2021\jul_payroll_revised.xlsx,Payroll
\reports\acme_corp\financial_summary_2021_final.pdf,Financial
\HR\Riverside_Group\Payroll_Register_2018.pdf,Payroll
\global_trading\hr\payroll_jun_2023.xlsx,Payroll
northern_enterprises,Statements
\hr\global_trading\payroll_register_2021.pdf,Payroll
\clients\western_logistics\tax\2023\tax_return.pdf,Tax
\documents\global_trading\2020\source_files.zip,Source Documents
\johnson_inc\hr\payroll_mar_2024.xlsx,Payroll
\acme_corp\statements\2019_mar_statement.pdf,Statements
\Clients\Riverside_Group\Financial\2021\Balance_Sheet.xlsx,Financial
\bank\northern_foods\2019\credit_card_statement_v3.pdf,Statements
\reports\mountain_view\financial_summary_2021_v3.pdf,Financial
\documents\global_trading\2021\1099_forms_v3.pdf,Tax
\Documents\Global_Trading\2023\Source_Files.zip_v3,Source Documents
\clients\northern_foods\bookkeeping\2020\journal_entries_updated.xlsx,Bookkeeping
\eastern_supplies\accounting\2018\profit_loss.xlsx,Financial
\clients\riverside_group\statements\2020\bank_statement_jun_updated.pdf,Statements
\payroll\mountain_view\2021\employee_wages.csv,Payroll
central_group,Payroll
coast_llc,Bookkeeping
\financial\mountain_view\2024\income_statement_updated.pdf,Financial
\clients\mountain_view\source_documents\2020\receipts.pdf,Source Documents
\johnson_inc\source_data\2022\invoices_received_copy.pdf,Source Documents
\Clients\Acme_Corp\Payroll\2025\Nov_Payroll.xlsx,Payroll
\riverside_group\hr\payroll_sep_2022_final.xlsx,Payroll
vertex_solutions,Payroll
\clients\city_services\statements\2019\bank_statement_jan_new.pdf,Statements
\global_trading\source_data\2024\invoices_received.pdf,Source Documents
\hr\eastern_supplies\payroll_register_2023.pdf,Payroll
\bank\western_logistics\2021\credit_card_statement_new.pdf,Statements
\tax\2024\eastern_supplies_w2.pdf,Tax
global_corp,Source Documents
\financial\global_trading\2023\income_statement_copy.pdf,Financial
\bookkeeping\pacific_industries\general_ledger_2023_v1.xlsx,Bookkeeping
\documents\johnson_inc\2018\1099_forms.pdf,Tax
\financial\acme_corp\2019\income_statement_v2.pdf,Financial
\Reports\Eastern_Supplies\Financial_Summary_2018.pdf,Financial
\clients\city_services\payroll\2020\jul_payroll_updated.xlsx,Payroll
\Clients\Tech_Solutions\Tax\2025\Tax_Return.pdf,Tax
\Riverside_Group\Accounting\2020\Profit_Loss.xlsx,Financial
\clients\eastern_supplies\2020\bank_reconciliation.xlsx,Bookkeeping
\Documents\Smith_LLC\2019\1099_Forms.pdf,Tax
\clients\riverside_group\statements\2023\bank_statement_dec_final.pdf,Statements
\Reports\Mountain_View\Financial_Summary_2024.pdf,Financial
\Clients\Acme_Corp\Source_Documents\2025\Receipts.pdf,Source Documents
\Financial\Acme_Corp\2019\Income_Statement.pdf,Financial
\clients\tech_solutions\bookkeeping\2020\journal_entries_updated.xlsx,Bookkeeping
\clients\smith_llc\accounting\2020\tax_documents_revised.xlsx,Tax
\reports\northern_foods\financial_summary_2021_copy.pdf,Financial
\documents\global_trading\2021\1099_forms_final.pdf,Tax
\clients\western_logistics\statements\2024\bank_statement_jul_copy.pdf,Statements
pacific_co,Tax
\clients\city_services\accounting\2023\tax_documents_v1.xlsx,Tax
\HR\Smith_LLC\Payroll_Register_2020.pdf,Payroll
acme_inc,Tax
\clients\tech_solutions\financial\2021\balance_sheet_updated.xlsx,Financial
\clients\northern_foods\source_documents\2021\receipts_v3.pdf,Source Documents
\global_trading\source_data\2020\invoices_received.pdf,Source Documents
\hr\city_services\payroll_register_2022.pdf,Payroll
northern_enterprises_updated,Financial
\bank\mountain_view\2022\credit_card_statement_final.pdf,Statements
\clients\riverside_group\statements\2020\bank_statement_feb.pdf,Statements
\clients\city_services\tax\2020\tax_return.pdf,Tax
\northern_foods\source_data\2022\invoices_received_updated.pdf,Source Documents
\hr\pacific_industries\payroll_register_2023.pdf,Payroll
\Eastern_Supplies\Source_Data\2019\Invoices_Received.pdf,Source Documents
\documents\johnson_inc\2020\1099_forms_v3.pdf,Tax
\clients\pacific_industries\tax\2024\tax_return.pdf,Tax
\tax\2020\eastern_supplies_w2_updated.pdf,Tax
\tax\2021\global_trading_w2_v1.pdf,Tax
\clients\acme_corp\2021\bank_reconciliation.xlsx,Bookkeeping
\Clients\Global_Trading\Tax\2018\Tax_Return.pdf,Tax
\hr\riverside_group\payroll_register_2022.pdf,Payroll
\bank\smith_llc\2020\credit_card_statement_final.pdf,Statements
\Johnson_Inc\Statements\2022_Dec_Statement.pdf,Statements
\tax\2020\riverside_group_w2.pdf,Tax
\city_services\hr\payroll_jun_2021_updated.xlsx,Payroll
\clients\eastern_supplies\financial\2018\balance_sheet_revised.xlsx,Financial
central_llc_updated,Bookkeeping
\hr\smith_llc\payroll_register_2018.pdf,Payroll
\documents\johnson_inc\2023\1099_forms_revised.pdf,Tax
\payroll\pacific_industries\2023\employee_wages_v3.csv,Payroll
\city_services\statements\2024_dec_statement_updated.pdf,Statements
\clients\eastern_supplies\statements\2025\bank_statement_dec_final.pdf,Statements
\johnson_inc\statements\2020_oct_statement_updated.pdf,Statements
\smith_llc\accounting\2021\reconciliation_v3.pdf,Bookkeeping
acme_ltd_final,Bookkeeping
\riverside_group\hr\payroll_jan_2020.xlsx,Payroll
\hr\city_services\payroll_register_2022_v1.pdf,Payroll
\bookkeeping\smith_llc\general_ledger_2023_copy.xlsx,Bookkeeping
\Documents\Northern_Foods\2020\Source_Files.zip_new,Source Documents
\pacific_industries\statements\2022_sep_statement_revised.pdf,Statements
\Bank\Eastern_Supplies\2022\Credit_Card_Statement.pdf,Statements
\clients\northern_foods\source_documents\2023\receipts_revised.pdf,Source Documents
\HR\Northern_Foods\Payroll_Register_2020.pdf,Payroll
bay_ltd_updated,Bookkeeping
\clients\pacific_industries\2023\bank_reconciliation_new.xlsx,Bookkeeping
\Documents\Mountain_View\2021\Source_Files.zip_final,Source Documents
\clients\northern_foods\accounting\2023\tax_documents_updated.xlsx,Tax
\clients\riverside_group\bookkeeping\2022\journal_entries_updated.xlsx,Bookkeeping
\clients\northern_foods\source_documents\2024\receipts_final.pdf,Source Documents
\documents\acme_corp\2023\source_files.zip_v3,Source Documents
\Bank\Global_Trading\2019\Credit_Card_Statement.pdf,Statements
\smith_llc\statements\2023_apr_statement_new.pdf,Statements
\bank\eastern_supplies\2023\credit_card_statement_v3.pdf,Statements
\clients\western_logistics\source_documents\2024\receipts_updated.pdf,Source Documents
